,Symbol,Name,Industry,IndustryCode
425,GT,Goodyear Tire & Rubber Co,자동차 및 자동차 부품,531010
426,BPMC,Blueprint Medicines Corp,생명과학 및 메디컬 리서치,562020
427,MQ,Marqeta Inc Class A,핀테크,573010
428,ALKS,Alkermes Plc,생명과학 및 메디컬 리서치,562020
429,TXG,10X Genomics Inc Class A,헬스케어 장비 및 용품,561010
430,UMPQ,Umpqua Holdings Corp,은행,551010
431,FRSH,Freshworks Inc Class A,소프트웨어 및 IT서비스,572010
432,ZLAB,Zai Lab Ltd ADR,제약,562010
433,DNLI,Denali Therapeutics Inc,생명과학 및 메디컬 리서치,562020
434,GO,Grocery Outlet Holding Corp,식품 및 약품소매,543010
435,VIRT,Virtu Financial Inc Class A,투자은행 및 서비스,551020
436,NTNX,Nutanix Inc Class A,소프트웨어 및 IT서비스,572010
437,PRVA,Privia Health Group Inc,헬스케어 업체 및 서비스,561020
438,OLLI,Ollie's Bargain Outlet Holdings Inc,다양한 소매업,534020
439,LANC,Lancaster Colony Corp,식품 및 담배,541020
440,HLNE,Hamilton Lane Inc Class A,투자은행 및 서비스,551020
441,NARI,Inari Medical Inc,헬스케어 장비 및 용품,561010
442,PGNY,Progyny Inc,헬스케어 업체 및 서비스,561020
443,ICUI,ICU Medical Inc,헬스케어 장비 및 용품,561010
444,PECO,Phillips Edison & Co Inc,주택 및 상업용 리츠,601020
445,BECN,Beacon Roofing Supply Inc,주택건설,532030
446,WIX,Wix.Com Ltd,소프트웨어 및 IT서비스,572010
447,ASO,Academy Sports and Outdoors Inc,전문품 상점,534030
448,PTON,Peloton Interactive Inc Class A,레저 상품,532050
449,AY,Atlantica Sustainable Infrastructure PLC,전기 유틸리티,591010
450,ZD,Ziff Davis Inc,소프트웨어 및 IT서비스,572010
451,INDB,Independent Bank Corp (Massachusetts),은행,551010
452,MANT,ManTech International Corp Class A,소프트웨어 및 IT서비스,572010
453,SLM,SLM Corp,은행,551010
454,CVBF,CVB Financial Corp,은행,551010
455,AMED,Amedisys Inc,헬스케어 업체 및 서비스,561020
456,UCBI,United Community Banks Inc,은행,551010
457,BANF,BancFirst Corp,은행,551010
458,DUOL,Duolingo Inc Class A,소프트웨어 및 IT서비스,572010
459,WING,Wingstop Inc,호텔 및 엔터테인먼트,533010
460,EBC,Eastern Bankshares Inc,은행,551010
461,BEAM,Beam Therapeutics Inc,생명과학 및 메디컬 리서치,562020
462,APPF,Appfolio Inc Class A,소프트웨어 및 IT서비스,572010
463,BRP,BRP Group Inc Class A,보험,553010
464,SBRA,Sabra Health Care REIT Inc,주택 및 상업용 리츠,601020
465,SRAD,Sportradar Group AG Class A,소프트웨어 및 IT서비스,572010
466,TRIP,Tripadvisor Inc,호텔 및 엔터테인먼트,533010
467,FCFS,Firstcash Holdings Inc,은행,551010
468,PTCT,PTC Therapeutics Inc,생명과학 및 메디컬 리서치,562020
469,NCNO,nCino Inc,소프트웨어 및 IT서비스,572010
470,RPD,Rapid7 Inc,소프트웨어 및 IT서비스,572010
471,CCXI,ChemoCentryx Inc,제약,562010
472,ALRM,Alarm.com Holdings Inc,소프트웨어 및 IT서비스,572010
473,LBTYA,Liberty Global PLC Class A,통신 서비스,574010
474,SMCI,Super Micro Computer Inc,"컴퓨터, 전화 및 가전제품",571060
475,DIOD,Diodes Inc,반도체 및 반도체 장비,571010
476,AXNX,Axonics Inc,헬스케어 장비 및 용품,561010
477,NWS,News Corp Class B,미디어 및 출판,533020
478,BHF,Brighthouse Financial Inc,보험,553010
479,AEIS,Advanced Energy Industries Inc,"건설장비 및 대형차, 기차, 배",521020
480,ABCM,Abcam PLC ADR,제약,562010
481,VC,Visteon Corp,자동차 및 자동차 부품,531010
482,VIAV,Viavi Solutions Inc,커뮤니케이션 및 네트워킹,571020
483,VICR,Vicor Corp,"건설장비 및 대형차, 기차, 배",521020
484,APPN,Appian Corp Class A,소프트웨어 및 IT서비스,572010
485,LIVN,LivaNova PLC,헬스케어 장비 및 용품,561010
486,MMYT,MakeMyTrip Ltd,호텔 및 엔터테인먼트,533010
487,ABCB,Ameris Bancorp,은행,551010
488,KNBE,Knowbe4 Inc Class A,소프트웨어 및 IT서비스,572010
489,FHB,First Hawaiian Inc,은행,551010
490,RARE,Ultragenyx Pharmaceutical Inc,생명과학 및 메디컬 리서치,562020
491,GLPG,Galapagos NV ADR,생명과학 및 메디컬 리서치,562020
492,LAZR,Luminar Technologies Inc Class A,자동차 및 자동차 부품,531010
493,PAAS,Pan American Silver Corp,메탈&마이닝,512010
494,MMSI,Merit Medical Systems Inc,헬스케어 장비 및 용품,561010
495,ONEM,1Life Healthcare Inc,헬스케어 업체 및 서비스,561020
496,PACW,PacWest Bancorp,은행,551010
497,SMTC,Semtech Corp,반도체 및 반도체 장비,571010
498,FRHC,Freedom Holding Corp,투자은행 및 서비스,551020
499,NSIT,Insight Enterprises Inc,"컴퓨터, 전화 및 가전제품",571060
500,OTTR,Otter Tail Corp,전기 유틸리티,591010
501,PCH,Potlatchdeltic Corp,주택 및 상업용 리츠,601020
502,SFM,Sprouts Farmers Market Inc,식품 및 약품소매,543010
503,ESGR,Enstar Group Ltd,보험,553010
504,DORM,Dorman Products Inc,자동차 및 자동차 부품,531010
505,CATY,Cathay General Bancorp,은행,551010
506,FOLD,Amicus Therapeutics Inc,생명과학 및 메디컬 리서치,562020
507,PPBI,Pacific Premier Bancorp Inc,은행,551010
508,SPT,Sprout Social Inc Class A,소프트웨어 및 IT서비스,572010
509,SMPL,Simply Good Foods Co,식품 및 담배,541020
510,FOCS,Focus Financial Partners Inc Class A,투자은행 및 서비스,551020
511,AMBA,Ambarella Inc,반도체 및 반도체 장비,571010
512,VIR,Vir Biotechnology Inc,생명과학 및 메디컬 리서치,562020
513,PTEN,Patterson-UTI Energy Inc,오일 및 가스 장비 및 서비스,501030
514,ABCL,Abcellera Biologics Inc,생명과학 및 메디컬 리서치,562020
515,AAON,Aaon Inc,"건설장비 및 대형차, 기차, 배",521020
516,VRNT,Verint Systems Inc,소프트웨어 및 IT서비스,572010
517,HELE,Helen of Troy Ltd,가정용품,532040
518,COOP,Mr Cooper Group Inc,은행,551010
519,WSFS,WSFS Financial Corp,은행,551010
520,VRNS,Varonis Systems Inc,소프트웨어 및 IT서비스,572010
521,SFNC,Simmons First National Corp Class A,은행,551010
522,PEGA,Pegasystems Inc,소프트웨어 및 IT서비스,572010
523,MSTR,Microstrategy Inc Class A,소프트웨어 및 IT서비스,572010
524,STEP,StepStone Group Inc Class A,투자은행 및 서비스,551020
525,TWNK,Hostess Brands Inc Class A,식품 및 담배,541020
526,TCBI,Texas Capital Bancshares Inc,은행,551010
527,NWE,NorthWestern Corp,전기 유틸리티,591010
528,ARRY,Array Technologies Inc,재생에너지,502010
529,PSEC,Prospect Capital Corp,다양한 금융서비스,555010
530,TNDM,Tandem Diabetes Care Inc,헬스케어 장비 및 용품,561010
531,PZZA,Papa John's International Inc,호텔 및 엔터테인먼트,533010
532,MGEE,MGE Energy Inc,전기 유틸리티,591010
533,MXL,Maxlinear Inc,반도체 및 반도체 장비,571010
534,NVMI,Nova Ltd,반도체 및 반도체 장비,571010
535,ARLP,Alliance Resource Partners Units,석탄,501010
536,RMBS,Rambus Inc,반도체 및 반도체 장비,571010
537,SGRY,Surgery Partners Inc,헬스케어 업체 및 서비스,561020
538,JAMF,Jamf Holding Corp,소프트웨어 및 IT서비스,572010
539,IBTX,Independent Bank Group Inc,은행,551010
540,SSRM,SSR Mining Inc,메탈&마이닝,512010
541,GLNG,Golar LNG Ltd,오일 및 가스 장비 및 서비스,501030
542,INSM,Insmed Inc,생명과학 및 메디컬 리서치,562020
543,ENVX,Enovix Corp,"건설장비 및 대형차, 기차, 배",521020
544,BLKB,Blackbaud Inc,소프트웨어 및 IT서비스,572010
545,OPEN,Opendoor Technologies Inc Class A,부동산 운영 관리,601010
546,CRVL,CorVel Corp,헬스케어 업체 및 서비스,561020
547,JJSF,J & J Snack Foods Corp,식품 및 담배,541020
548,MRCY,Mercury Systems Inc,우주항공 및 국방,521010
549,HLIO,Helios Technologies Inc,"건설장비 및 대형차, 기차, 배",521020
550,CORT,Corcept Therapeutics Inc,제약,562010
551,HUBG,Hub Group Inc Class A,화물 및 물류 서비스,524050
552,SANM,Sanmina Corp,반도체 및 반도체 장비,571010
553,TRUP,Trupanion Inc,보험,553010
554,AUR,Aurora Innovation Inc Class A,소프트웨어 및 IT서비스,572010
555,CVET,Covetrus Inc,헬스케어 장비 및 용품,561010
556,FULT,Fulton Financial Corp,은행,551010
557,PRFT,Perficient Inc,소프트웨어 및 IT서비스,572010
558,PDCO,Patterson Companies Inc,헬스케어 장비 및 용품,561010
559,LESL,Leslie's Inc,전문품 상점,534030
560,XRX,Xerox Holdings Corp,사무기기,571050
561,FWRD,Forward Air Corp,화물 및 물류 서비스,524050
562,PAGP,Plains GP Holdings LP Class A,오일 및 가스 장비 및 서비스,501030
563,IQ,iQIYI Inc ADR Class A,소프트웨어 및 IT서비스,572010
564,ACIW,ACI Worldwide Inc,핀테크,573010
565,CVT,Cvent Holding Corp,소프트웨어 및 IT서비스,572010
566,ULCC,Frontier Group Holdings Inc,운송업,524060
567,AHCO,Adapthealth Corp,헬스케어 장비 및 용품,561010
568,FLNC,Fluence Energy Inc Class A,"건설장비 및 대형차, 기차, 배",521020
569,NVAX,Novavax Inc,생명과학 및 메디컬 리서치,562020
570,AAWW,Atlas Air Worldwide Holdings Inc,화물 및 물류 서비스,524050
571,STNE,StoneCo Ltd Class A,핀테크,573010
572,PFHC,ProFrac Holding Corp Class A,오일 및 가스 장비 및 서비스,501030
573,FATE,Fate Therapeutics Inc,생명과학 및 메디컬 리서치,562020
574,VSAT,Viasat Inc,커뮤니케이션 및 네트워킹,571020
575,IBOC,International Bancshares Corp,은행,551010
576,WDFC,WD-40 Co,"개인, 가정 용품 및 서비스",542010
577,FLYW,Flywire Corp,전문 및 상업 서비스,522030
578,HRMY,Harmony Biosciences Holdings Inc,제약,562010
579,EYE,National Vision Holdings Inc,전문품 상점,534030
580,CCOI,Cogent Communications Holdings Inc,통신 서비스,574010
581,CD,Chindata Group Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
582,KLIC,Kulicke and Soffa Industries Inc,반도체 및 반도체 장비,571010
583,ALHC,Alignment Healthcare Inc,헬스케어 업체 및 서비스,561020
584,WERN,Werner Enterprises Inc,화물 및 물류 서비스,524050
585,LOPE,Grand Canyon Education Inc,교육서비스,631010
586,ACAD,ACADIA Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
587,JBLU,JetBlue Airways Corp,운송업,524060
588,AIMC,Altra Industrial Motion Corp,"건설장비 및 대형차, 기차, 배",521020
589,INMD,Inmode Ltd,헬스케어 장비 및 용품,561010
590,CSIQ,Canadian Solar Inc,재생에너지,502010
591,EQRX,EQRx Inc,생명과학 및 메디컬 리서치,562020
592,RKLB,Rocket Lab USA Inc Class A,우주항공 및 국방,521010
593,WIRE,Encore Wire Corp,"건설장비 및 대형차, 기차, 배",521020
594,TIGO,Millicom International Cellular SA,통신 서비스,574010
595,PCRX,Pacira Biosciences Inc,제약,562010
596,IPAR,Inter Parfums Inc,"개인, 가정 용품 및 서비스",542010
597,TTEC,TTEC Holdings Inc,소프트웨어 및 IT서비스,572010
598,CERT,Certara Inc,소프트웨어 및 IT서비스,572010
599,PLXS,Plexus Corp,반도체 및 반도체 장비,571010
600,CVLT,Commvault Systems Inc,소프트웨어 및 IT서비스,572010
601,AMEH,Apollo Medical Holdings Inc,헬스케어 업체 및 서비스,561020
602,SIMO,Silicon Motion Technology Corp ADR,반도체 및 반도체 장비,571010
603,BCRX,BioCryst Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
604,MEOH,Methanex Corp,화학,511010
605,AUB,Atlantic Union Bankshares Corp,은행,551010
606,FORM,FormFactor Inc,반도체 및 반도체 장비,571010
607,ROIV,Roivant Sciences Ltd,생명과학 및 메디컬 리서치,562020
608,SITM,SiTime Corp,반도체 및 반도체 장비,571010
609,NKLA,Nikola Corp,자동차 및 자동차 부품,531010
610,NUVA,NuVasive Inc,헬스케어 장비 및 용품,561010
611,SHOO,Steven Madden Ltd,섬유 및 의류,532020
612,SBLK,Star Bulk Carriers Corp,화물 및 물류 서비스,524050
613,AVAV,AeroVironment Inc,우주항공 및 국방,521010
614,MLCO,Melco Resorts & Entertainment Ltd ADR,호텔 및 엔터테인먼트,533010
615,VRRM,Verra Mobility Corp Class A,전문 및 상업 서비스,522030
616,SAGE,SAGE Therapeutics Inc,생명과학 및 메디컬 리서치,562020
617,IOSP,Innospec Inc,화학,511010
618,MNTK,Montauk Renewables Inc,전기 유틸리티,591010
619,NUTX,Nutex Health Inc,헬스케어 장비 및 용품,561010
620,COLB,Columbia Banking System Inc,은행,551010
621,FRME,First Merchants Corp,은행,551010
622,EVGO,EVgo Inc Class A,전기 유틸리티,591010
623,LFST,Lifestance Health Group Inc,헬스케어 업체 및 서비스,561020
624,OZON,Ozon Holdings PLC ADR,다양한 소매업,534020
625,MGPI,MGP Ingredients Inc,음료,541010
626,CBRL,Cracker Barrel Old Country Store Inc,호텔 및 엔터테인먼트,533010
627,CSQ,Calamos Strategic Total Return Closed Fund,다양한 금융서비스,555010
628,CLBK,Columbia Financial Inc,은행,551010
629,EVCM,EverCommerce Inc,소프트웨어 및 IT서비스,572010
630,CALM,Cal-Maine Foods Inc,식품 및 담배,541020
631,HPK,Highpeak Energy Inc,오일 및 가스 장비 및 서비스,501030
632,ACLS,Axcelis Technologies Inc,반도체 및 반도체 장비,571010
633,ARVN,Arvinas Inc,생명과학 및 메디컬 리서치,562020
634,CVCO,Cavco Industries Inc,주택건설,532030
635,TWST,Twist Bioscience Corp,제약,562010
636,SABR,Sabre Corp,소프트웨어 및 IT서비스,572010
637,PI,Impinj Inc,반도체 및 반도체 장비,571010
638,AXSM,Axsome Therapeutics Inc,생명과학 및 메디컬 리서치,562020
639,UNIT,Uniti Group Inc,주택 및 상업용 리츠,601020
640,GDRX,Goodrx Holdings Inc Class A,소프트웨어 및 IT서비스,572010
641,NTCT,Netscout Systems Inc,소프트웨어 및 IT서비스,572010
642,LGIH,LGI Homes Inc,주택건설,532030
643,NAVI,Navient Corp,은행,551010
644,GBDC,Golub Capital Bdc Inc,투자은행 및 서비스,551020
645,UPWK,Upwork Inc,전문 및 상업 서비스,522030
646,MLKN,MillerKnoll Inc,전문 및 상업 서비스,522030
647,EXPI,eXp World Holdings Inc,부동산 운영 관리,601010
648,ANGI,Angi Inc Class A,소프트웨어 및 IT서비스,572010
649,FA,First Advantage Corp,전문 및 상업 서비스,522030
650,UPST,Upstart Holdings Inc,은행,551010
651,XENE,Xenon Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
652,ATSG,Air Transport Services Group Inc,화물 및 물류 서비스,524050
653,FROG,Jfrog Ltd,소프트웨어 및 IT서비스,572010
654,CARG,CarGurus Inc Class A,소프트웨어 및 IT서비스,572010
655,GSHD,Goosehead Insurance Inc Class A,보험,553010
656,OMAB,Grupo Aeroportuario del Centro Norte SAB de CV ADR Series B,운송 인프라,524070
657,HAIN,Hain Celestial Group Inc,식품 및 담배,541020
658,IMCR,Immunocore Holdings PLC ADR,생명과학 및 메디컬 리서치,562020
659,LBRDA,Liberty Broadband Corp Series A,미디어 및 출판,533020
660,WAFD,Washington Federal Inc,은행,551010
661,NEOG,Neogen Corp,헬스케어 장비 및 용품,561010
662,ITRI,Itron Inc,"건설장비 및 대형차, 기차, 배",521020
663,ATRC,AtriCure Inc,헬스케어 장비 및 용품,561010
664,DSEY,Diversey Holdings Ltd,화학,511010
665,HCM,HUTCHMED (China) Ltd ADR,제약,562010
666,ASTS,AST SpaceMobile Inc Class A,통신 서비스,574010
667,BLDP,Ballard Power Systems Inc,재생에너지,502010
668,QFIN,360 DigiTech Inc ADR,은행,551010
669,COMM,CommScope Holding Company Inc,커뮤니케이션 및 네트워킹,571020
670,ROIC,Retail Opportunity Investments Corp,주택 및 상업용 리츠,601020
671,FRPT,Freshpet Inc,식품 및 담배,541020
672,FFBC,First Financial Bancorp,은행,551010
673,RUSHA,Rush Enterprises Inc Class A,전문품 상점,534030
674,TOWN,Towne Bank,은행,551010
675,GPRE,Green Plains Inc,재생에너지,502010
676,NVEE,NV5 Global Inc,건설 및 엔지니어링,522010
677,ARCB,ArcBest Corp,화물 및 물류 서비스,524050
678,ZG,Zillow Group Inc Class A,부동산 운영 관리,601010
679,PRGS,Progress Software Corp,소프트웨어 및 IT서비스,572010
680,PAYO,Payoneer Global Inc,전문 및 상업 서비스,522030
681,APPS,Digital Turbine Inc,소프트웨어 및 IT서비스,572010
682,BANR,Banner Corp,은행,551010
683,SRNG,Soaring Eagle Acquisition Corp Class A,기타 금융업,556010
684,GOGO,Gogo Inc,통신 서비스,574010
685,THRM,Gentherm Inc,자동차 및 자동차 부품,531010
686,GRFS,Grifols SA ADR Class B,제약,562010
687,PTVE,Pactiv Evergreen Inc,용기 및 포장,513020
688,SBCF,Seacoast Banking Corporation of Florida,은행,551010
689,TLND,Talend SA ADR,소프트웨어 및 IT서비스,572010
690,WSBC,WesBanco Inc,은행,551010
691,CSWI,CSW Industrials Inc,화학,511010
692,ALLO,Allogene Therapeutics Inc,생명과학 및 메디컬 리서치,562020
693,CRDO,Credo Technology Group Holding Ltd,반도체 및 반도체 장비,571010
694,MGRC,McGrath RentCorp,전문 및 상업 서비스,522030
695,RLAY,Relay Therapeutics Inc,생명과학 및 메디컬 리서치,562020
696,RNW,Renew Energy Global PLC Class A,전기 유틸리티,591010
697,FTDR,Frontdoor Inc,"개인, 가정 용품 및 서비스",542010
698,CDEV,Centennial Resource Development Inc Class A,오일 및 가스,501020
699,GOGL,Golden Ocean Group Ltd,화물 및 물류 서비스,524050
700,STER,Sterling Check Corp,전문 및 상업 서비스,522030
701,DH,Definitive Healthcare Corp Class A,소프트웨어 및 IT서비스,572010
702,UDMY,Udemy Inc,소프트웨어 및 IT서비스,572010
703,VERX,Vertex Inc Class A,소프트웨어 및 IT서비스,572010
704,STGW,Stagwell Inc Class A,미디어 및 출판,533020
705,LZ,LegalZoom.com Inc,소프트웨어 및 IT서비스,572010
706,TRMK,Trustmark Corp,은행,551010
707,XPEL,Xpel Inc,자동차 및 자동차 부품,531010
708,PLAY,Dave & Buster's Entertainment Inc,호텔 및 엔터테인먼트,533010
709,URBN,Urban Outfitters Inc,전문품 상점,534030
